"title"	"track_n"	"text"	"album"	"artist"
"13550"	"Sing About Me, I'm Dying of Thirst"	10	"You ran outside when you heard my brother cry for help"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13551"	"Sing About Me, I'm Dying of Thirst"	10	"Held him like a newborn baby and made him feel"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13552"	"Sing About Me, I'm Dying of Thirst"	10	"Like everything was alright, and a fight he tried to put up"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13553"	"Sing About Me, I'm Dying of Thirst"	10	"But the type of bullet that stuck"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13554"	"Sing About Me, I'm Dying of Thirst"	10	"Had went against his will, as blood spilled on your hands"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13555"	"Sing About Me, I'm Dying of Thirst"	10	"My plan's rather vindictive"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13556"	"Sing About Me, I'm Dying of Thirst"	10	"Everybody's a victim in my eyes"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13557"	"Sing About Me, I'm Dying of Thirst"	10	"When I ride it's a murderous rhythm"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13558"	"Sing About Me, I'm Dying of Thirst"	10	"And outside became pitch black"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13559"	"Sing About Me, I'm Dying of Thirst"	10	"A demon glued to my back, whispering \"Get 'em!\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13560"	"Sing About Me, I'm Dying of Thirst"	10	"I got 'em, and I ain't give a fuck"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13561"	"Sing About Me, I'm Dying of Thirst"	10	"That same mentality that told my brother not to duck"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13562"	"Sing About Me, I'm Dying of Thirst"	10	"In actuality it's a trip how we trip off of colors"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13563"	"Sing About Me, I'm Dying of Thirst"	10	"I wonder if I'll ever discover a passion like you and recover"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13564"	"Sing About Me, I'm Dying of Thirst"	10	"The life that I knew as a youngin"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13565"	"Sing About Me, I'm Dying of Thirst"	10	"In pajamas and dun-ta-duns"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13566"	"Sing About Me, I'm Dying of Thirst"	10	"When thunder comes it rains cats and dogs"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13567"	"Sing About Me, I'm Dying of Thirst"	10	"Dumb niggas like me never prosper"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13568"	"Sing About Me, I'm Dying of Thirst"	10	"Prognosis of a problem child,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13569"	"Sing About Me, I'm Dying of Thirst"	10	"I'm proud and well-devoted"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13570"	"Sing About Me, I'm Dying of Thirst"	10	"This Piru shit been in me forever"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13571"	"Sing About Me, I'm Dying of Thirst"	10	"So forever I'ma push it, wherever, whenever"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13572"	"Sing About Me, I'm Dying of Thirst"	10	"And I love you 'cause you love my brother like you did"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13573"	"Sing About Me, I'm Dying of Thirst"	10	"Just promise me you'll tell this story when you make it big"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13574"	"Sing About Me, I'm Dying of Thirst"	10	"And if I die before your album drop, I hope—"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13575"	"Sing About Me, I'm Dying of Thirst"	10	"{gunshots}"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13576"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13577"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13578"	"Sing About Me, I'm Dying of Thirst"	10	"I said when the lights shut off and it's my turn"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13579"	"Sing About Me, I'm Dying of Thirst"	10	"To settle down, my main concern"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13580"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13581"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13582"	"Sing About Me, I'm Dying of Thirst"	10	"You wrote a song about my sister on your tape"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13583"	"Sing About Me, I'm Dying of Thirst"	10	"And called it "	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13584"	"Sing About Me, I'm Dying of Thirst"	10	"Section.80"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13585"	"Sing About Me, I'm Dying of Thirst"	10	"The message resembled \"Brenda's Got a Baby\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13586"	"Sing About Me, I'm Dying of Thirst"	10	"What's crazy was I was hearin' about it"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13587"	"Sing About Me, I'm Dying of Thirst"	10	"But doubted your ignorance"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13588"	"Sing About Me, I'm Dying of Thirst"	10	"How could you ever just put her on blast and shit?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13589"	"Sing About Me, I'm Dying of Thirst"	10	"Judgin' her past and shit?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13590"	"Sing About Me, I'm Dying of Thirst"	10	"Well, it's completely my future"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13591"	"Sing About Me, I'm Dying of Thirst"	10	"Her nigga behind me right now askin' for ass and shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13592"	"Sing About Me, I'm Dying of Thirst"	10	"And I'ma need that forty dollars"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13593"	"Sing About Me, I'm Dying of Thirst"	10	"Even if I got to fuck, suck and swallow"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13594"	"Sing About Me, I'm Dying of Thirst"	10	"In the parking lot, Gonzales Park, I'm followed"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13595"	"Sing About Me, I'm Dying of Thirst"	10	"By a married man, and father of three"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13596"	"Sing About Me, I'm Dying of Thirst"	10	"My titties bounce on the cadence of his tinklin' keys"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13597"	"Sing About Me, I'm Dying of Thirst"	10	"Matter of fact, he my favorite 'cause he tip me with E's"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13598"	"Sing About Me, I'm Dying of Thirst"	10	"He got a cousin named David and I seen him last week"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13599"	"Sing About Me, I'm Dying of Thirst"	10	"This is the life of another girl damaged by the system"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13600"	"Sing About Me, I'm Dying of Thirst"	10	"These foster homes, I run away and never do miss 'em"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13601"	"Sing About Me, I'm Dying of Thirst"	10	"See, my hormones just run away and if I can get 'em"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13602"	"Sing About Me, I'm Dying of Thirst"	10	"Back to where they used to be, then I'll probably be in the denim"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13603"	"Sing About Me, I'm Dying of Thirst"	10	"Of a family gene that show women how to be woman"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13604"	"Sing About Me, I'm Dying of Thirst"	10	"Or better yet, a leader, you need her to learn somethin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13605"	"Sing About Me, I'm Dying of Thirst"	10	"Then you probably need to beat her, that's how I was taught"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13606"	"Sing About Me, I'm Dying of Thirst"	10	"Three niggas in one room, first time I was tossed"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13607"	"Sing About Me, I'm Dying of Thirst"	10	"And I'm exhausted, but fuck that \"Sorry for your loss\" shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13608"	"Sing About Me, I'm Dying of Thirst"	10	"My sister died in vain, but what point are you tryna gain"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13609"	"Sing About Me, I'm Dying of Thirst"	10	"If you can't fit the pumps I walk in?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13610"	"Sing About Me, I'm Dying of Thirst"	10	"I'll wait… Your rebuttal a little too late"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13611"	"Sing About Me, I'm Dying of Thirst"	10	"And if you have a album date, just make sure I'm not in the song"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13612"	"Sing About Me, I'm Dying of Thirst"	10	"'Cause I don't need the attention, bring enough of that on my own"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13613"	"Sing About Me, I'm Dying of Thirst"	10	"And matter fact, did I mention that I physically feel great?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13614"	"Sing About Me, I'm Dying of Thirst"	10	"A doctor's approval is a waste of time, I know I'm straight"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13615"	"Sing About Me, I'm Dying of Thirst"	10	"I'll probably live longer than you and never fade away"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13616"	"Sing About Me, I'm Dying of Thirst"	10	"I'll never fade away, I'll never fade away, I know my fate"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13617"	"Sing About Me, I'm Dying of Thirst"	10	"And I'm on the grind for this cake, I'ma get it or die tryin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13618"	"Sing About Me, I'm Dying of Thirst"	10	"I'm eyein' every male gender with intentions of buyin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13619"	"Sing About Me, I'm Dying of Thirst"	10	"You lyin' to these motherfuckers"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13620"	"Sing About Me, I'm Dying of Thirst"	10	"Talkin' about you can help 'em with my story"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13621"	"Sing About Me, I'm Dying of Thirst"	10	"You can help me if you sell this pussy for me, nigga"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13622"	"Sing About Me, I'm Dying of Thirst"	10	"Don't ignore me, nigga, fuck your glory, nigga, you ain't shit"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13623"	"Sing About Me, I'm Dying of Thirst"	10	"When the lights shut off and it's my turn"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13624"	"Sing About Me, I'm Dying of Thirst"	10	"To settle down, my main concern"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13625"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13626"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13627"	"Sing About Me, I'm Dying of Thirst"	10	"I said when the lights shut off and it's my turn"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13628"	"Sing About Me, I'm Dying of Thirst"	10	"To settle down, my main concern"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13629"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13630"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13631"	"Sing About Me, I'm Dying of Thirst"	10	"Sometimes I look in the mirror"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13632"	"Sing About Me, I'm Dying of Thirst"	10	"And ask myself: Am I really scared of passin' away?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13633"	"Sing About Me, I'm Dying of Thirst"	10	"If it's today, I hope I hear a"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13634"	"Sing About Me, I'm Dying of Thirst"	10	"Cry out from Heaven so loud it can water down a demon"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13635"	"Sing About Me, I'm Dying of Thirst"	10	"With the Holy Ghost 'til it drown in the blood of Jesus"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13636"	"Sing About Me, I'm Dying of Thirst"	10	"I wrote some raps that made sure that my lifeline reekin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13637"	"Sing About Me, I'm Dying of Thirst"	10	"The scent of a reaper, ensurin' that my allegiance"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13638"	"Sing About Me, I'm Dying of Thirst"	10	"With the other side may come soon, and if I'm doomed"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13639"	"Sing About Me, I'm Dying of Thirst"	10	"May the womb of my mother be blessed for many moons"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13640"	"Sing About Me, I'm Dying of Thirst"	10	"I suffer a lot"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13641"	"Sing About Me, I'm Dying of Thirst"	10	"And every day that glass mirror get tougher to watch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13642"	"Sing About Me, I'm Dying of Thirst"	10	"I tie my stomach in knots"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13643"	"Sing About Me, I'm Dying of Thirst"	10	"And I'm not sure why I'm infatuated with death"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13644"	"Sing About Me, I'm Dying of Thirst"	10	"My imagination is surely an aggravation of threats"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13645"	"Sing About Me, I'm Dying of Thirst"	10	"That can come about, 'cause the tongue is mighty powerful"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13646"	"Sing About Me, I'm Dying of Thirst"	10	"And I can name a list of your favorites that probably vouch"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13647"	"Sing About Me, I'm Dying of Thirst"	10	"Maybe 'cause I'm a dreamer and sleep is the cousin of death"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13648"	"Sing About Me, I'm Dying of Thirst"	10	"Really stuck in the schema of wonderin' when I'ma rest"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13649"	"Sing About Me, I'm Dying of Thirst"	10	"And you're right, your brother was a brother to me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13650"	"Sing About Me, I'm Dying of Thirst"	10	"And your sister's situation was the one that pulled me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13651"	"Sing About Me, I'm Dying of Thirst"	10	"In a direction to speak on somethin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13652"	"Sing About Me, I'm Dying of Thirst"	10	"That's realer than the TV screen"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13653"	"Sing About Me, I'm Dying of Thirst"	10	"By any means, wasn't tryin' to offend or come between"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13654"	"Sing About Me, I'm Dying of Thirst"	10	"Her personal life, I was like \"It need to be told.\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13655"	"Sing About Me, I'm Dying of Thirst"	10	"Cursin' the life of twenty generations after her soul"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13656"	"Sing About Me, I'm Dying of Thirst"	10	"Exactly what'd happen if I ain't continue rappin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13657"	"Sing About Me, I'm Dying of Thirst"	10	"Or steady bein' distracted by money, drugs, and four-fives"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13658"	"Sing About Me, I'm Dying of Thirst"	10	"I count lives, all on these songs"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13659"	"Sing About Me, I'm Dying of Thirst"	10	"Look at the weak and cry, pray one day you'll be strong"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13660"	"Sing About Me, I'm Dying of Thirst"	10	"Fightin' for your rights, even when you're wrong"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13661"	"Sing About Me, I'm Dying of Thirst"	10	"And hope that at least one of you sing about me when I'm gone"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13662"	"Sing About Me, I'm Dying of Thirst"	10	"Am I worth it? Did I put enough work in?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13663"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13664"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13665"	"Sing About Me, I'm Dying of Thirst"	10	"I said when the lights shut off and it's my turn"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13666"	"Sing About Me, I'm Dying of Thirst"	10	"To settle down, my main concern"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13667"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13668"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you will sing about me"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13669"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you'll sing about me forever"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13670"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you'll sing about me for— ooooh"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13671"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you'll sing about me forever"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13672"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you'll sing about me for— ooooh"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13673"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you'll sing about me forever"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13674"	"Sing About Me, I'm Dying of Thirst"	10	"Promise that you'll sing about me for— ooooh"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13675"	"Sing About Me, I'm Dying of Thirst"	10	"(On the phone)"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13676"	"Sing About Me, I'm Dying of Thirst"	10	"\"Ay, ay, ay, Where you 'bout to go?\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13677"	"Sing About Me, I'm Dying of Thirst"	10	"\"Nigga, the homie's brother-- nigga, right here, he gone, my nigga, he gone!\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13678"	"Sing About Me, I'm Dying of Thirst"	10	"\"Nigga-- they just killed the homie's brother, my nigga. We right here on the block, my nigga.\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13679"	"Sing About Me, I'm Dying of Thirst"	10	"\"Al- alright, nigga-- nigga just come-- alright, alright, just call me back, man, just call me back.\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13680"	"Sing About Me, I'm Dying of Thirst"	10	"{Hangs up}"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13681"	"Sing About Me, I'm Dying of Thirst"	10	"\"Arghh... Fuck!"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13682"	"Sing About Me, I'm Dying of Thirst"	10	"So what we gon' do, my niggas? What we gon' do?\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13683"	"Sing About Me, I'm Dying of Thirst"	10	"\"Bro, we can go back right now, my nigga. Like... nigga, I don't give a fuck, my nigga. We can go back right now\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13684"	"Sing About Me, I'm Dying of Thirst"	10	"\"Fuck! I'm tired of this shit! I'm tired of fuckin' runnin', I'm tired of this shit! My brother, homie!\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13685"	"Sing About Me, I'm Dying of Thirst"	10	"Part II: \"I'm Dying of Thirst\""	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13686"	"Sing About Me, I'm Dying of Thirst"	10	"Tired of runnin', tired of huntin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13687"	"Sing About Me, I'm Dying of Thirst"	10	"My own kind,"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13688"	"Sing About Me, I'm Dying of Thirst"	10	"but retirin' nothin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13689"	"Sing About Me, I'm Dying of Thirst"	10	"Tires are steady screechin', the driver is rubbin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13690"	"Sing About Me, I'm Dying of Thirst"	10	"Hands on the wheel, who said we wasn't"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13691"	"Sing About Me, I'm Dying of Thirst"	10	"Dyin' of thirst, dyin' of thirst, dyin' of thirst?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13692"	"Sing About Me, I'm Dying of Thirst"	10	"Dope on the corner, look at the coroner"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13693"	"Sing About Me, I'm Dying of Thirst"	10	"Daughter is dead, mother is mournin' her"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13694"	"Sing About Me, I'm Dying of Thirst"	10	"Stray bullets, AK bullets"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13695"	"Sing About Me, I'm Dying of Thirst"	10	"Resuscitation was waitin' patiently, but they couldn't"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13696"	"Sing About Me, I'm Dying of Thirst"	10	"Bring her back, who got the footage?"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13697"	"Sing About Me, I'm Dying of Thirst"	10	"Channel 9, "	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13698"	"Sing About Me, I'm Dying of Thirst"	10	"cameras is lookin'"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13699"	"Sing About Me, I'm Dying of Thirst"	10	"It's hard to channel your energy when you know he crooked"	"good kid, m.A.A.d city"	"Kendrick Lamar"
"13700"	"Sing About Me, I'm Dying of Thirst"	10	"Banana clip, split his banana pudding"	"good kid, m.A.A.d city"	"Kendrick Lamar"
